,originalTitle,director,startYear,runtimeMinutes,genre1,genre2,genre3,overview,popularity,ID
498,Élisa,Jean Becker,1995,115,Drame,,,"Marie a eu une enfance difficile depuis le suicide de sa mère Elisa. Elle a passé la majeure partie de sa vie dans un orphelinat et gagne désormais sa vie comme petite criminelle à Paris. Elle veut maintenant découvrir son passé et retrouver son père, qu'elle accuse d'être responsable de la mort de sa mère.",4.515,https://m.media-amazon.com/images/M/MV5BMWUzYTZmNDktZmY0ZC00MjQ3LTlmMDUtYWQ0ZmVhOTczNjk3XkEyXkFqcGdeQXVyMjE4NzY3Mw@@._V1_.jpg
499,L'enfant d'eau,Robert Ménard,1995,103,Drame,,,"Une jeune fille de 12 ans se retrouve bloquée sur une île solitaire des Caraïbes avec un homme attardé de 20 ans dans ce drame canadien rendu avec sensibilité en provenance du Québec. Emile et Cédrine sont aperçus pour la première fois lors de leur sauvetage au cours duquel tous deux sont presque dans le coma. Leur histoire sur la façon dont ils sont arrivés là-bas et ont survécu est racontée par flashback. Les deux étaient les seuls survivants d'un accident d'avion et au début Cédrine est terrifiée par Emile, pensant qu'il pourrait perdre le contrôle et la violer. Heureusement, Emile est doux et les deux deviennent amis, camarades de jeu et finalement amants dans des scènes qui n'exploitent aucun des deux personnages.",0.68,https://m.media-amazon.com/images/M/MV5BODM2ZDFhYWQtY2FlOC00MzkwLThhNTAtY2Y1YmU3MDhlODQ4XkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_.jpg
500,La fille seule,Benoît Jacquot,1995,90,Drame,,,"Une jeune Parisienne doit prendre des décisions importantes concernant sa grossesse, son travail et son petit ami.",5.341,https://m.media-amazon.com/images/M/MV5BYWI4OWVjMjAtYmNhNy00N2M1LTk3MzktYjM0ZWRjYTg0OTg3XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
501,Le garçu,Maurice Pialat,1995,102,Drame,,,Un homme égocentrique (Gérard Depardieu) aux multiples distractions rend visite occasionnellement à son fils de 4 ans (Antoine Pialat) et à la mère du garçon (Géraldine Pailhas).,2.563,https://m.media-amazon.com/images/M/MV5BYzBlMWZlMmUtNTE1MC00ZWNmLThmYjgtOWM1MWNjZmVmMzQzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_.jpg
502,Gazon maudit,Josiane Balasko,1995,104,Comédie,Drame,Romance,"Après avoir appris les infidélités de son mari, une femme au foyer invite une lesbienne itinérante à emménager chez eux. Aucune de leurs vies ne sera plus jamais la même.",8.523,https://m.media-amazon.com/images/M/MV5BNDgxMThjN2EtNjAyMy00NDBkLWJkMDItOWNiZThhNWEwNzI5XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg
503,La haine,Mathieu Kassovitz,1995,98,Crime,Drame,,"Après une nuit d'émeutes chaotique dans une banlieue marginale de Paris, trois jeunes amis, Vinz, Hubert et Saïd, errent inoccupés en attendant des nouvelles de l'état de santé d'un ami commun grièvement blessé lors d'une confrontation avec la police.",16.427,https://m.media-amazon.com/images/M/MV5BZGI3MDI1NTktYzA4ZS00NjAwLWE5Y2EtZDk4ODYzMWQ5Nzk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
504,Le hussard sur le toit,Jean-Paul Rappeneau,1995,118,Aventure,Drame,Romance,"En temps de guerre et de maladie, un jeune officier tente vaillamment d'aider une jeune femme à retrouver son mari.",6.208,https://m.media-amazon.com/images/M/MV5BYjlmZWJlM2EtM2IyMS00NWY0LTk1N2MtZGU4MmZhZTIyYTJjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg
505,The Innocent Sleep,Scott Michell,1995,110,Crime,Drame,Thriller,"Inspirée de l'affaire Roberto Calvi de 1982, dans laquelle un banquier italien a été retrouvé pendu à un pont traversant la Tamise, l'histoire suit Alan, un homme du nord de l'Angleterre qui se retrouve sans abri après la perte de sa femme et de son emploi. Une nuit, alors qu'il dormait dans un immeuble désert, Alan est témoin du meurtre d'un homme d'affaires de premier plan. Il tente de quitter les lieux inaperçu, mais les tueurs se rendent compte que quelqu'un les a vu commettre le crime. Il se rend à la police et découvre que l'un des tueurs mène l'affaire. Pour rester en vie, Alan recrute l'aide de Billie Hayman, une journaliste américaine, pour couvrir son histoire.",1.96,https://m.media-amazon.com/images/M/MV5BMTgyMTc0Mjc5Ml5BMl5BanBnXkFtZTcwNjIwMjUyMQ@@._V1_.jpg
506,Liste noire,Jean-Marc Vallée,1995,90,Drame,Thriller,,"Lors du procès d'un juge trouvé avec une prostituée, une liste de clients apparaît. Il contient les noms de certains juges et hommes politiques très influents. Ensuite, des cadavres et des menaces de mort éclatent. Jacques est le juge du procès et sa propre vie semble être en danger...",1.087,https://m.media-amazon.com/images/M/MV5BODg2NzNiZmItNzdmOS00ZDMyLWIxNWYtNTliOWExZDU2YWE5XkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_.jpg
507,Les misérables,Claude Lelouch,1995,175,Drame,Histoire,,"En France, pendant la Seconde Guerre mondiale, un homme pauvre et analphabète, Henri Fortin (Jean-Paul Belmondo), découvre le roman classique de Victor Hugo Les Misérables et commence à voir des parallèles entre le livre et sa propre vie.",4.839,https://m.media-amazon.com/images/M/MV5BZWE2ZDg2ODQtMDIwMi00NGE3LWEzZWMtNzBjZDExNGJmMGVhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_.jpg
508,Nelly & Monsieur Arnaud,Claude Sautet,1995,106,Drame,,,"Nelly quitte son mari paresseux et au chômage pour travailler pour le juge à la retraite M. Arnaud, de quarante ans son aîné, après qu'il lui ait proposé de régler ses factures à sa place. Pendant qu'elle rédige ses mémoires, les deux développent une étroite amitié, mais Arnaud devient jaloux lorsque Nelly commence à sortir avec son beau jeune éditeur.",8.529,https://m.media-amazon.com/images/M/MV5BOGYzOTY0MGUtYTNjNS00OTg4LWJmNjktOGY4Zjg3ZmU5ODNhXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
509,Al di là delle nuvole,,1995,110,Drame,Romance,,"Composé de quatre contes courts, liés par une histoire filmée par Wim Wenders. Se déroulant à Ferrare, Portofino, Aix en Provence et Paris, chaque histoire, qui a toujours une femme au cœur du récit, invite à un voyage intérieur, comme le dit Antonioni ""vers l'image véritable de cette réalité absolue et mystérieuse que personne ne veut jamais vu"".",8.515,https://m.media-amazon.com/images/M/MV5BMmFiMTgxMzEtMTBmZS00MDUzLTljNmMtODQyOGFmOWUxMGM4XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
510,Les rendez-vous de Paris,Éric Rohmer,1995,98,Comédie,Romance,,Trois histoires d'amour et de coïncidences autour du thème des rendez-vous à Paris.,3.756,https://m.media-amazon.com/images/M/MV5BYWI4MTg5NWMtYjY0ZS00NzUzLWE0ZjYtMmI4ZmExMTdmZDQ5XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
511,Une femme française,Régis Wargnier,1995,100,Drame,Romance,,"Alors que la guerre éclate, Jeanne ne fait guère la connaissance de son mari militaire, Louis, avant la débâcle de 1940. En attendant son retour d'un camp de prisonniers de guerre, Jeanne vit d'innombrables aventures avec les compagnons d'armes de Louis. Dans l'espoir d'oublier ces trahisons de guerre, Louis emmène sa femme et les jumeaux dont il n'a pas été le père à Berlin, où elle tombe amoureuse de Matthais, un industriel allemand sensible. Lorsque la guerre d'Indochine envoie Louis au Vietnam, Matthais suit Jeanne en France. Un déménagement ultérieur à Damas où Louis est affecté comme attaché militaire ne parvient pas à rompre leur lien.",3.776,https://m.media-amazon.com/images/M/MV5BNTI4MWI1NTMtZTMyZC00ZmJmLTg2N2EtN2U5NzNjYTMzNTQ0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
512,Wings of Courage,Jean-Jacques Annaud,1995,40,Aventure,Romance,,"Dans l'Amérique du Sud des années 1920, un petit groupe d'Américains lutte pour prouver qu'il peut offrir un service postal aérien fiable au-dessus des Andes. Lorsqu'un des jeunes pilotes s'écrase sur un tel vol, il doit tenter de regagner la civilisation à pied. De retour au pays, sa femme et ses collègues commencent à craindre le pire.",2.461,https://m.media-amazon.com/images/M/MV5BMjQxMDA2MTU3MF5BMl5BanBnXkFtZTgwODQ1MzgwMzE@._V1_.jpg
513,Witchboard III: The Possession,Peter Svatek,1995,93,Horreur,,,"Brian, un agent de change au chômage, est présenté par son propriétaire, M. Redman, à une nouvelle source d'informations privilégiées : le Ouija ! Le Ouija le rend riche, mais lorsque M. Redman se suicide et que Brian subit un accident anormal, la femme de Brian commence à remarquer des changements chez son mari...",1.87,https://m.media-amazon.com/images/M/MV5BYWNiYmUzYjktYTc0Yi00ZDEyLWEwOTItMGRjN2JmNjJlZjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
514,Beaumarchais l'insolent,Édouard Molinaro,1996,116,Aventure,Comédie,Histoire,"Beaumarchais the Scoundrel est un film biopic basé sur la vie du dramaturge, financier et espion français Pierre Beaumarchais, décrivant ses activités pendant la guerre d'indépendance américaine et sa paternité de la trilogie de pièces du Figaro.",3.632,https://m.media-amazon.com/images/M/MV5BOWIxNzBmOTItNTk5MC00YmUwLWFjY2MtN2EyOTA1YTM0MWMyXkEyXkFqcGdeQXVyMjE4NzY3Mw@@._V1_.jpg
515,La belle verte,Coline Serreau,1996,99,Comédie,Science-fiction,,"Dans le cadre d'une coalition intergalactique, un extraterrestre bien intentionné se porte volontaire pour apporter un message d'épanouissement personnel et d'harmonie avec la nature à la planète rejetée par tous ses pairs comme incorrigible : la Terre.",17.217,https://m.media-amazon.com/images/M/MV5BMjQ1YzRkMTAtYWViOC00NzkyLTg0NjgtNDUzNmVjZjAwYzIwXkEyXkFqcGdeQXVyNTc2ODQ3NDg@._V1_.jpg
516,Bernie,Albert Dupontel,1996,87,Comédie,Drame,,"Bernie, un orphelin de 30 ans, décide de quitter son orphelinat et de retrouver ses parents. Après enquête, il rencontre Marion, une jeune héroïnomane et tombe amoureux d'elle. Il pense que sa famille a été victime d'un complot et c'est pourquoi ils l'ont abandonné.",6.524,https://m.media-amazon.com/images/M/MV5BMzE3N2NhMzQtYjczYi00YjdlLTkyYTgtMzUxNzg1NmY3YzQzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
517,Capitaine Conan,Bertrand Tavernier,1996,129,Drame,Guerre,,"Les derniers jours de la Première Guerre mondiale, front de l'Est. Le capitaine Conan, loup solitaire, véritable guerrier, dirige une bande de combattants français impitoyables qui aiment le combat au corps à corps ; ils ne sont pas faits pour le temps de paix, ils ne se sentent vraiment vivants que dans le chaos du champ de bataille.",5.027,https://m.media-amazon.com/images/M/MV5BZDAxN2ViYzUtNGY4NC00OWFhLTg4NDgtNmM1NzEyZGM0ZDY3L2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
518,Chacun cherche son chat,Cédric Klapisch,1996,91,Comédie,Romance,,"Lorsque Chloé, une jeune Parisienne, décide de prendre des vacances tant attendues, elle doit trouver quelqu'un pour s'occuper de Gris-Gris, son chat adoré. Tout le monde, y compris son colocataire gay, refuse de l'aider, mais elle finit par s'arranger avec la vieille Madame Renée, qui veille souvent sur les chats et les chiens des autres. Cependant, lorsque Chloé revient, Madame Renée lui apprend que malheureusement le chat est perdu, et le malchanceux propriétaire part à la recherche de son cher ami l'animal. En cherchant le chat, elle rencontre de nombreux personnages hauts en couleur qui peuplent le quartier.",4.763,https://m.media-amazon.com/images/M/MV5BNDE2OTgyNTctNGRjNS00ZmJiLWIyZDgtNGI1OTdhMzE2NzgwXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_.jpg
519,La cible,Pierre Courrège,1997,95,Comédie,Crime,,"Un jeune marin français tombe amoureux d'une touriste russe au cours d'un congé de trois jours rempli de passion, mais est emmené pour un mois de service sous-marin avant de pouvoir connaître son nom de famille et son adresse à Moscou. Lorsqu'il est enfin libéré, il se lance à la recherche de son amour perdu. Malheureusement, même si son objectif est vrai, son timing n'est pas le bon. Son premier arrêt est le siège de diffusion d'un grand réseau de télévision. Il arrive peu avant le lieu détruit par une bombe. Plus tard, il se rend à l'appartement d'un animateur de talk-show réputé dans l'espoir de bénéficier d'un temps d'antenne pendant lequel il plaidera pour obtenir des informations sur son amour perdu. Mais les choses ne se passent pas comme prévu : le marin finit par être considéré comme le principal suspect de l'attentat tandis que le véritable terroriste et son acolyte, qui se trouvent dans le même immeuble dans l'espoir de faire tomber un juge véreux, .",1.4,https://m.media-amazon.com/images/M/MV5BMTMwMDQ1ODQzMl5BMl5BanBnXkFtZTcwNTE0MzQyMQ@@._V1_.jpg
520,Conte d'été,Éric Rohmer,1996,113,Comédie,Drame,Romance,"Un diplômé en mathématiques timide prend des vacances à Dinard avant de commencer son premier emploi. Il espère que sa sorte de petite amie le rejoindra, mais se lie bientôt d'amitié avec une autre fille qui travaille en ville. Elle le présente à son tour à une autre jeune femme qui l'aime. Ainsi, le jeune garçon tranquille se rend compte qu'il doit jongler avec difficulté sur un territoire nouveau pour lui.",8.372,https://m.media-amazon.com/images/M/MV5BOGJmZWRkMjMtYjg5NS00MzMwLWI0YTItOGJhOTkwZGUzZjU3XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
521,Enfants de salaud,Tonie Marshall,1996,100,Comédie,Drame,,"Sylvette, une serveuse délurée, Sandro, un machiste, Sophie, une bourgeoise timide et Susan, une actrice américaine, ne se connaissent pas et n'ont pas grand chose en commun. Cependant, ils ont tous le même père, un escroc nommé Julius.",1.16,https://m.media-amazon.com/images/M/MV5BMjE1MzEzNDY0Ml5BMl5BanBnXkFtZTYwNjg1NDk5._V1_.jpg
522,For Ever Mozart,Jean-Luc Godard,1996,84,Comédie,Drame,Guerre,"Film épisodique qui suit une troupe de théâtre française tentant de monter une pièce à Sarajevo. Au cours de leur voyage, ils sont capturés et détenus dans un camp de prisonniers de guerre, et ils appellent à l'aide leurs amis et relations en France.",2.309,https://m.media-amazon.com/images/M/MV5BOTQzNTRhOWYtNDMwYy00MTU2LThhMDYtYmRjOGY0OTBkZTcwXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg
523,L'homme idéal,George Mihalka,1996,110,Comédie,Romance,,"Marie, incapable de choisir entre trois propositions en mariage, décide d'abandonner. Les circonstances font que les trois hommes se rencontrent. Loin d'être hostiles, Stéphane, Fabrice et Paul se consolent....",0.6,https://m.media-amazon.com/images/M/MV5BMTIxODExMjU0Nl5BMl5BanBnXkFtZTcwMDg0NjUyMQ@@._V1_.jpg
524,Le huitième jour,Jaco Van Dormael,1996,118,Comédie,Drame,,"Georges est trisomique et vit dans un établissement psychiatrique. Harry est un homme d'affaires très occupé, donnant des conférences aux jeunes vendeurs en herbe. Il réussit dans sa vie professionnelle, mais sa vie sociale est un désastre puisque sa femme l'a quitté et a emmené leurs deux enfants avec elle. Ce week-end, ses enfants sont venus en train pour le rencontrer, mais Harry, travaillant comme toujours, a oublié de venir les chercher. Ni sa femme ni ses enfants ne veulent le revoir et il circule sur les routes de campagne, angoissé et en colère. Il manque de renverser Georges, en fuite de l'institution puisque tous les autres sont rentrés chez leurs parents sauf lui, dont la mère est décédée. Harry essaie de se débarrasser de Georges mais il ne veut pas quitter son nouvel ami. Finalement, une amitié particulière se forme entre eux deux, une amitié qui fait de Harry une personne différente.",5.865,https://m.media-amazon.com/images/M/MV5BZDE4MzJiZGItNmU4ZS00MWEzLWE2NjAtMWMzMzcwMDJhYmM4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg
525,Irma Vep,Olivier Assayas,1996,99,Comédie,Drame,,"La diva de l'action hongkongaise Maggie Cheung (dans son propre rôle) arrive en France lorsqu'un ancien réalisateur lui confie un remake du classique muet Les Vampires. Vêtue d'une combinaison en caoutchouc et incapable de parler un mot de français, Cheung se retrouve à la dérive dans la folie de l'industrie cinématographique...",7.535,https://m.media-amazon.com/images/M/MV5BZThkNDdlYzgtYWUyNy00Nzk4LWJmZDgtOTIzNzZhOTkzOTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
526,Joyeux Calvaire,Denys Arcand,1996,89,Drame,,,"Marcel et Joseph sont des marcheurs infatigables. Leur itinéraire est une invitation à la découverte de lieux improbables et de gens fascinants. Toujours à la recherche de Stanley, le seul ami de Marcel, ils rencontrent une foule improbable de personnages extravagants. Chacun a une histoire à raconter, son espoir à partager.",1.96,https://m.media-amazon.com/images/M/MV5BYjMyM2Q2YWItODU5ZS00MmM1LTg2N2EtZDNlNzdhNjY5OTk0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
527,Karmina,Gabriel Pelletier,1996,110,Comédie,Horreur,Romance,"Karmina, une jeune vampire (seulement 140 ans) fuit son château de Translyvanie où elle doit épouser l'horrible Vlad pour plaire à son père, le méchant baron, et à sa mère, l'excentrique baronne. Karmina trouve refuge au Québec chez sa tante Esméralda, une vampire plus âgée qui vit parmi les humains grâce à une potion qui transforme temporairement un vampire en l'un d'entre eux. Sous l'effet de la potion, Karmina tombe amoureuse de Phillipe, un charmant organiste d'église. Mais Vlad, le baron et la baronne se lancent bientôt à sa poursuite et transforment un pauvre douanier, Ghislain Chabot, en vampire pour les aider à la retrouver. Esméralda doit devenir le grand vampire d'antan pour voler au secours des amoureux.",0.947,https://m.media-amazon.com/images/M/MV5BMjk4MDk4MTUtMTJjYy00OTkyLTk3ZTctYzIzOTc0ODkxM2FhXkEyXkFqcGdeQXVyNjEzMTg5Njk@._V1_.jpg
528,Level Five,,1997,106,Documentaire,Romance,Guerre,"La programmeuse informatique française Laura hérite de la tâche de créer un jeu informatique sur la bataille d'Okinawa au Japon pendant la Seconde Guerre mondiale. Elle recherche sur Internet des informations sur la bataille et interroge des experts et des témoins japonais. Les circonstances extraordinaires de la bataille d'Okinawa amènent Laura à réfléchir profondément sur sa propre vie et sur l'humanité en général, en particulier sur l'influence de l'histoire et des souvenirs.",2.606,https://m.media-amazon.com/images/M/MV5BMTkyNzcxNTAyM15BMl5BanBnXkFtZTgwNTkxNzU0MjE@._V1_.jpg
529,Le Magique,Azdine Melliti,1995,95,Drame,,,Candidature de la Tunisie à l'Oscar du meilleur film en langue étrangère en 1995,0.6,aucune source
